Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026]
Dominican Republic,DOM,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,1.00008,0.9686,0.99596,0.99983,1.00843,1.00754,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,75.30853,75.30988,81.53846,81.53671,83.67908,89.99179,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,1.00005,0.95952,0.9997,1.00008,1.00081,1.00077,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,81.26603,81.26632,87.30252,87.30124,94.86077,94.85419,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,0.99982,1.07966,0.99778,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,81.26828,81.28488,88.10769,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..
Dominican Republic,DOM,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,..,..,17385,..,17392,18809,19562,20291,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,59805,55655,56504,47918,44321,45785,22325,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,96.80575,97.04205,97.02389,97.47243,97.68853,97.61406,98.83941,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,703847,677721,686146,647992,593366,586291,462294,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,89.53873,90.10638,90.15518,90.85815,91.76376,91.99121,93.77846,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,82.65091,83.20487,83.82286,84.77244,85.68701,86.26865,88.13522,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,92.77519,93.36483,93.17753,93.77229,94.72166,94.75659,95.09446,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,93.23493,93.84772,93.62884,93.67246,94.72957,94.94696,95.24008,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,81.8409,82.57125,83.29875,84.25153,85.01591,85.42899,87.85138,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,92.34852,92.91991,92.76021,93.86534,94.71431,94.58291,94.95874,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,83.54406,83.91707,84.40376,85.34077,86.42111,87.18943,88.42313,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,0.99049,0.99011,0.99072,1.00205,0.99984,0.99617,0.99705,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,16.36574,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Duration of compulsory education (years),SE.COM.DURS,15,15,15,15,15,15,15,15,15,15,..,..,..,..,..,..,..
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.2,1.1,1.1,1.1,1,1,1,0.9,0.9,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,34.2,33.8,33.3,32.7,32.1,31.3,30.6,29.7,28.8,..,..,..,..,..,..,..,..
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,5555.39094900238,5913.4344216753,6110.36952132879,6238.13309701676,6608.83225697836,6921.51737075206,7280.87316423465,7609.34549150864,8050.63160184635,..,..,..,..,..,..,..,..
Dominican Republic,DOM,GDP at market prices (current US$),NY.GDP.MKTP.CD,53860187452.8829,58029773801.1283,60681535893.4288,62682158700.6381,67179956264.3268,71164826720.514,75704647977.3087,79998045976.4898,85555390387.0355,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11132.9376434513,11580.5687761449,11979.702264559,12634.964570894,13623.1182071266,14555.7411939284,15519.6168168975,16370.9561756104,17748.1853186175,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,107935177538.715,113642553319.752,118969356995.834,126958954240.407,138481421490.483,149657473118.79,161368987120.578,172110006869.452,188612893831.526,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,106.1326,106.24353,106.99321,107.31042,106.17573,106.42634,108.8725,107.84531,102.00286,101.95694,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,79.41087,81.16234,82.28639,83.2836,84.88397,85.82763,86.13332,85.8072,86.05756,85.61953,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,0.91946,0.93193,0.98768,1.01894,1.03826,1.0387,1.04801,1.05977,1.07642,1.09005,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,21.98387,24.65566,26.22732,26.67381,27.93799,29.22215,30.04069,30.75313,31.19182,31.64654,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,..,..,..,..,..,1.07043,1.07423,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,..,..,..,..,..,84.04551,83.8232,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,..,..,1.0431,1.01629,1.02789,1.00854,1.02629,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,..,..,88.16766,89.06768,89.62281,92.94631,90.4265,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,..,..,1.0521,1.05735,1.01768,1.03532,1.0295,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,..,..,90.57041,86.54669,92.72844,95.01681,89.03616,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,3180734.77458,3576160.90422,3825368.95953,3813987.43637,3803301.23582,3959708.30704,4039366.3142,4058733.9048,4083982.05371,4119729.86774,..,..,..,..,..,..,..
Early-demographic dividend,EAR,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,70116530,69240860,66130734,61819678,58378248,55047046,52433370,50746492,48948341,46793794,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,87.49827,87.72501,88.37219,89.2037,89.86463,90.50688,91.00817,91.33305,91.68253,92.08379,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,490789171,499377276,497417246,496780954,488755677,482389840,477391747,476342106,476814961,473771249,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,75.28292,75.288,75.91932,76.4219,77.23737,77.95578,78.5781,79.017,79.35413,79.84099,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,GDP at market prices (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,101.91428,102.21735,102.83233,102.43332,100.42663,100.59828,101.34056,101.90334,102.0743,103.47642,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,94.34348,93.59543,92.45588,91.17466,89.78361,91.01427,90.97027,91.34215,92.88851,94.72197,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.02842,1.03994,1.06715,1.08954,1.11101,1.12332,1.14004,1.14386,1.14983,1.1539,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,28.17449,29.78446,32.35721,35.03456,41.41638,43.76806,45.13546,45.73399,46.59322,47.65192,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,..,1.14344,1.18004,1.13675,1.16289,1.16506,1.16558,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,..,90.0834,84.22695,84.06721,84.86997,85.48318,86.11083,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,..,1.02983,0.98636,0.99469,1.00479,0.9876,0.99806,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,..,95.94644,94.4989,93.29392,93.87375,95.02507,94.42484,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,..,1.04042,1.03172,1.04885,1.00634,1.00081,1.00141,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,..,96.43079,95.27191,94.59539,96.19351,97.3538,97.36993,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,3196336.47725,3264169.26475,3319165.86475,3443575.81883,3888045.49728,3937211.45387,3988081.9397,4016722.18879,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,56.85844039917,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,4901425,6309424,6034988,5775109,4858706,4580080,4423048,4274610,4218255,4064061,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.66478,98.25053,98.28724,98.31574,98.54473,98.59689,98.61837,98.64629,98.65081,98.68928,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,100272156,104777304,101560217,100567984,92411814,89148682,87237382,84350645,82087095,79891851,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,94.26799,94.07524,94.31336,94.42037,94.91773,95.13827,95.27538,95.47143,95.62532,95.77401,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,21.9,20.8,19.8,18.8,17.9,17.1,16.3,15.6,15,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,7672.9055601665,8836.08925457739,9392.73660964712,9433.73094835971,9650.03464468676,9532.63501617477,9772.78639481428,10341.5809526318,11142.5912256168,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,GDP at market prices (current US$),NY.GDP.MKTP.CD,16933217302135.6,19630901894454.5,21009852208269.3,21245205264084.8,21881282741564,21761631431469.4,22462886797038.3,23932507354767.2,25942413437360,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11705.4199329048,12595.7798964688,13472.3964777027,14411.2302134605,15283.3856464233,16136.0764680586,17011.7243722232,18108.2014260298,19329.7758996229,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,25832511267390.8,27983705495463.3,30135313130895.5,32454767437074.8,34654806422055.4,36836336254569.6,39101687416235.6,41906036010845.7,45003987661925.1,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,101.89827,102.21313,102.91493,102.55913,100.42351,100.67395,101.52373,102.14676,102.30833,103.56396,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,93.55606,92.78009,91.50107,90.05445,88.50267,89.83354,89.88072,90.37685,92.24833,94.39519,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.05356,1.06471,1.09263,1.11423,1.13263,1.14371,1.16062,1.16394,1.17018,1.1719,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,24.9077,26.41291,28.97838,31.62914,38.35058,40.81217,42.24306,42.95849,43.90823,45.76525,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,..,1.15196,1.19012,1.14495,1.17157,1.17306,1.17278,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,..,90.45781,84.23158,84.21282,84.99343,85.67284,86.31635,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,..,1.03356,0.98615,0.99404,1.00507,0.98676,0.99825,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,..,96.27147,94.61382,93.17959,93.77008,95.00516,94.49567,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,..,1.04423,1.03473,1.05299,1.00637,1.00001,1.00071,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,..,96.64014,95.32361,94.71977,96.38401,97.58391,97.67699,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,2310211.59452,2363411.55862,2410131.55294,2522773.02484,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,61.5374183654785,55.269458770752,55.9099884033203,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,3963701,5290764,5055512,4832162,4104328,3857113,3727674,3601603,3561360,3431103,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.84149,98.42478,98.45675,98.48134,98.67299,98.72313,98.74091,98.76678,98.76907,98.80507,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,84264967,87653792,85008549,84198783,78197457,75390295,73799310,71320254,69369577,67416041,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,94.60774,94.45591,94.67794,94.77902,95.19567,95.40923,95.53955,95.72929,95.87912,96.02679,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,23.1206903975886,21.9208511833481,20.7978707191136,19.7772251569478,18.8405433181745,17.9416982915443,17.1259307538085,16.3858094724318,15.7346401454547,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,4002.60870360745,4855.83276050313,5375.69446740777,5887.57784174044,6282.85238097926,6490.08240723271,6557.07613521138,7084.10673246121,7822.8548040433,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,GDP at market prices (current US$),NY.GDP.MKTP.CD,7868985854185,9614770612255.04,10721292453505,11827743599414.2,12714038602919.6,13228102259018.6,13462443506492.4,14651035434783.8,16284459791798.2,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8725.22483907033,9574.18405365004,10408.3337749829,11260.5917277194,12147.6562885486,12973.8138946555,13841.6710856248,14901.096193573,16113.5406974031,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,17153480621612.5,18957321640916.1,20758395223509.9,22621763195877.9,24582110420925.2,26443260057333.6,28418568151895.7,30817786432942.4,33542781013236,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,101.93194,102.26016,102.97864,102.62919,100.49864,100.76232,101.6304,102.26835,102.43987,103.70536,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,93.59554,92.80942,91.5138,90.04816,88.47561,89.82412,89.8719,90.3748,92.27011,94.44284,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
